,top_parent,second_level,third_level,fourth_level,fifth_level
1484,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Diagnostic related technologists and technicians,Medical dosimetrists
1485,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Cardiovascular technologists and technicians,Cardiovascular technologists and technicians
1486,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Diagnostic medical sonographers,Diagnostic medical sonographers
1487,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Nuclear medicine technologists,Nuclear medicine technologists
1488,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Radiologic technologists and technicians,Radiologic technologists and technicians
1489,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Magnetic resonance imaging technologists,Magnetic resonance imaging technologists
1490,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Medical dosimetrists,Medical dosimetrists
1491,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Emergency medical technicians and paramedics,Emergency medical technicians
1492,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Emergency medical technicians and paramedics,Paramedics
1493,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Emergency medical technicians,Emergency medical technicians
1494,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Paramedics,Paramedics
1495,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Health practitioner support technologists and technicians,Dietetic technicians
1496,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Health practitioner support technologists and technicians,Pharmacy technicians
1497,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Health practitioner support technologists and technicians,Psychiatric technicians
1498,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Health practitioner support technologists and technicians,Surgical technologists
1499,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Health practitioner support technologists and technicians,Veterinary technologists and technicians
1500,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Health practitioner support technologists and technicians,Ophthalmic medical technicians
1501,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Dietetic technicians,Dietetic technicians
1502,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Pharmacy technicians,Pharmacy technicians
1503,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Psychiatric technicians,Psychiatric technicians
1504,"Total, all occupations",Computer and mathematical occupations,Mathematical science occupations,Surgical technologists,Surgical technologists
